Date,Product_Name,Brand,Category_Type,Price_INR,Marketing_Spend_INR,Event_Type,Units_Sold
2025-12-22,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3014.0,Wedding Season,107
2025-12-23,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4199.0,Wedding Season,111
2025-12-24,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1723.0,Wedding Season,122
2025-12-25,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3678.0,Wedding Season,128
2025-12-26,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3873.0,Wedding Season,125
2025-12-27,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,4488.0,Wedding Season,156
2025-12-28,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,2069.0,Wedding Season,172
2025-12-29,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,3507.0,Wedding Season,135
2025-12-30,Clinic Plus Ayurveda (340ml),Clinic Plus,Herbal,240,1059.0,Wedding Season,129
2024-01-01,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2928.0,Wedding Season,288
2024-01-02,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4385.0,Wedding Season,293
2024-01-03,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1990.0,Wedding Season,291
2024-01-04,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4463.0,Wedding Season,288
2024-01-05,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3625.0,Wedding Season,294
2024-01-06,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1863.0,Wedding Season,334
2024-01-07,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2427.0,Wedding Season,364
2024-01-08,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2741.0,Wedding Season,292
2024-01-09,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4774.0,Wedding Season,275
2024-01-10,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4871.0,Wedding Season,284
2024-01-11,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1152.0,Wedding Season,285
2024-01-12,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2242.0,Wedding Season,281
2024-01-13,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4260.0,Wedding Season,327
2024-01-14,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3938.0,Wedding Season,358
2024-01-15,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1075.0,Wedding Season,289
2024-01-16,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3038.0,Wedding Season,292
2024-01-17,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3550.0,Wedding Season,277
2024-01-18,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3433.0,Wedding Season,287
2024-01-19,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1343.0,Wedding Season,278
2024-01-20,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1232.0,Wedding Season,354
2024-01-21,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2891.0,Wedding Season,347
2024-01-22,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4558.0,Wedding Season,273
2024-01-23,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1290.0,Wedding Season,312
2024-01-24,Clinic Plus Almond Gold (175ml),Clinic Plus,General,93,8348.0,National Sale,640
2024-01-25,Clinic Plus Almond Gold (175ml),Clinic Plus,General,93,5946.0,National Sale,618
2024-01-26,Clinic Plus Almond Gold (175ml),Clinic Plus,General,93,6430.0,National Sale,627
2024-01-27,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1386.0,Wedding Season,339
2024-01-28,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2149.0,Wedding Season,351
2024-01-29,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2838.0,Wedding Season,292
2024-01-30,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2609.0,Wedding Season,277
2024-01-31,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1747.0,Wedding Season,286
2024-02-01,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1881.0,Wedding Season,295
2024-02-02,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4764.0,Wedding Season,285
2024-02-03,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2939.0,Wedding Season,331
2024-02-04,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3927.0,Wedding Season,341
2024-02-05,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1772.0,Wedding Season,277
2024-02-06,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1356.0,Wedding Season,294
2024-02-07,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2827.0,Wedding Season,297
2024-02-08,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2251.0,Wedding Season,290
2024-02-09,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3839.0,Wedding Season,268
2024-02-10,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4375.0,Wedding Season,325
2024-02-11,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1232.0,Wedding Season,354
2024-02-12,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3595.0,Wedding Season,272
2024-02-13,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1026.0,Wedding Season,284
2024-02-14,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4083.0,Wedding Season,298
2024-02-15,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2460.0,Wedding Season,292
2024-02-16,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4088.0,Wedding Season,286
2024-02-17,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3776.0,Wedding Season,319
2024-02-18,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4429.0,Wedding Season,359
2024-02-19,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3488.0,Wedding Season,298
2024-02-20,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3272.0,Wedding Season,311
2024-02-21,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3374.0,Wedding Season,288
2024-02-22,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2078.0,Wedding Season,288
2024-02-23,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1655.0,Wedding Season,283
2024-02-24,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1276.0,Wedding Season,339
2024-02-25,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2018.0,Wedding Season,372
2024-02-26,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1003.0,Wedding Season,288
2024-02-27,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3620.0,Wedding Season,297
2024-02-28,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4536.0,Wedding Season,294
2024-02-29,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2370.0,Wedding Season,288
2024-03-01,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3728.0,Normal Day,267
2024-03-02,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2098.0,Normal Day,307
2024-03-03,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1496.0,Normal Day,341
2024-03-04,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3740.0,Normal Day,286
2024-03-05,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2867.0,Normal Day,262
2024-03-06,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4632.0,Normal Day,265
2024-03-07,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2055.0,Normal Day,269
2024-03-08,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1018.0,Normal Day,262
2024-03-09,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4672.0,Normal Day,299
2024-03-10,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1417.0,Normal Day,348
2024-03-11,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1310.0,Normal Day,275
2024-03-12,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3630.0,Normal Day,264
2024-03-13,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3635.0,Normal Day,286
2024-03-14,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2582.0,Normal Day,267
2024-03-15,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4766.0,Normal Day,278
2024-03-16,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4106.0,Normal Day,312
2024-03-17,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3457.0,Normal Day,361
2024-03-18,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1673.0,Normal Day,270
2024-03-19,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4689.0,Normal Day,275
2024-03-20,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3893.0,Normal Day,290
2024-03-21,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1021.0,Normal Day,277
2024-03-22,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4636.0,Normal Day,296
2024-03-23,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1550.0,Normal Day,322
2024-03-24,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1127.0,Normal Day,329
2024-03-25,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3891.0,Holi,323
2024-03-26,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1529.0,Normal Day,270
2024-03-27,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1694.0,Normal Day,279
2024-03-28,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3046.0,Normal Day,282
2024-03-29,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1444.0,Normal Day,280
2024-03-30,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2031.0,Normal Day,319
2024-03-31,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1537.0,Normal Day,347
2024-04-01,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4336.0,Normal Day,285
2024-04-02,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4404.0,Normal Day,293
2024-04-03,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3241.0,Normal Day,275
2024-04-04,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4280.0,Normal Day,270
2024-04-05,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4554.0,Normal Day,266
2024-04-06,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1296.0,Normal Day,315
2024-04-07,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1360.0,Normal Day,352
2024-04-08,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4632.0,Normal Day,288
2024-04-09,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4659.0,Normal Day,274
2024-04-10,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4743.0,Normal Day,275
2024-04-11,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3310.0,Normal Day,292
2024-04-12,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3581.0,Normal Day,285
2024-04-13,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2389.0,Normal Day,328
2024-04-14,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2647.0,Normal Day,359
2024-04-15,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1945.0,Normal Day,289
2024-04-16,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3496.0,Normal Day,266
2024-04-17,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2491.0,Normal Day,251
2024-04-18,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3004.0,Normal Day,260
2024-04-19,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4744.0,Normal Day,275
2024-04-20,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2228.0,Normal Day,316
2024-04-21,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4691.0,Normal Day,349
2024-04-22,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1980.0,Normal Day,282
2024-04-23,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1493.0,Normal Day,271
2024-04-24,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4110.0,Normal Day,273
2024-04-25,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2126.0,Normal Day,272
2024-04-26,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1695.0,Normal Day,282
2024-04-27,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3975.0,Normal Day,333
2024-04-28,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3160.0,Normal Day,339
2024-04-29,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2754.0,Normal Day,266
2024-04-30,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3670.0,Normal Day,262
2024-05-01,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3931.0,Wedding Season,332
2024-05-02,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2566.0,Wedding Season,302
2024-05-03,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3648.0,Wedding Season,316
2024-05-04,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3593.0,Wedding Season,355
2024-05-05,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2116.0,Wedding Season,410
2024-05-06,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3689.0,Wedding Season,316
2024-05-07,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4894.0,Wedding Season,312
2024-05-08,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3678.0,Wedding Season,308
2024-05-09,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4434.0,Wedding Season,326
2024-05-10,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2528.0,Wedding Season,314
2024-05-11,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4100.0,Wedding Season,365
2024-05-12,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1243.0,Wedding Season,399
2024-05-13,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2424.0,Wedding Season,332
2024-05-14,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4433.0,Wedding Season,302
2024-05-15,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2585.0,Wedding Season,325
2024-05-16,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2105.0,Wedding Season,315
2024-05-17,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3104.0,Wedding Season,319
2024-05-18,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1291.0,Wedding Season,374
2024-05-19,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3978.0,Wedding Season,391
2024-05-20,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3833.0,Wedding Season,310
2024-05-21,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2794.0,Wedding Season,307
2024-05-22,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3675.0,Wedding Season,316
2024-05-23,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2423.0,Wedding Season,307
2024-05-24,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2306.0,Wedding Season,313
2024-05-25,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3662.0,Wedding Season,354
2024-05-26,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2972.0,Wedding Season,411
2024-05-27,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1925.0,Wedding Season,321
2024-05-28,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2110.0,Wedding Season,315
2024-05-29,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1230.0,Wedding Season,316
2024-05-30,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2067.0,Wedding Season,332
2024-05-31,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4826.0,Wedding Season,324
2024-06-01,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4223.0,Wedding Season,385
2024-06-02,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3221.0,Wedding Season,403
2024-06-03,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3701.0,Wedding Season,318
2024-06-04,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4943.0,Wedding Season,317
2024-06-05,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4682.0,Wedding Season,334
2024-06-06,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3276.0,Wedding Season,318
2024-06-07,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1458.0,Wedding Season,311
2024-06-08,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3022.0,Wedding Season,372
2024-06-09,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4974.0,Wedding Season,390
2024-06-10,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1732.0,Wedding Season,310
2024-06-11,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1461.0,Wedding Season,309
2024-06-12,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3697.0,Wedding Season,316
2024-06-13,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4976.0,Wedding Season,320
2024-06-14,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2983.0,Wedding Season,338
2024-06-15,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3144.0,Wedding Season,373
2024-06-16,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4922.0,Wedding Season,394
2024-06-17,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2344.0,Wedding Season,313
2024-06-18,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3007.0,Wedding Season,334
2024-06-19,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2747.0,Wedding Season,304
2024-06-20,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3596.0,Wedding Season,305
2024-06-21,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1532.0,Wedding Season,305
2024-06-22,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1796.0,Wedding Season,347
2024-06-23,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2222.0,Wedding Season,391
2024-06-24,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2032.0,Wedding Season,302
2024-06-25,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2947.0,Wedding Season,329
2024-06-26,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1305.0,Wedding Season,321
2024-06-27,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4146.0,Wedding Season,313
2024-06-28,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1194.0,Wedding Season,307
2024-06-29,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1578.0,Wedding Season,367
2024-06-30,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2962.0,Wedding Season,413
2024-07-01,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1605.0,Normal Day,260
2024-07-02,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2456.0,Normal Day,250
2024-07-03,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4016.0,Normal Day,247
2024-07-04,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3622.0,Normal Day,241
2024-07-05,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2508.0,Normal Day,259
2024-07-06,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3729.0,Normal Day,281
2024-07-07,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4339.0,Normal Day,304
2024-07-08,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1917.0,Normal Day,246
2024-07-09,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2963.0,Normal Day,249
2024-07-10,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1449.0,Normal Day,250
2024-07-11,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2664.0,Normal Day,239
2024-07-12,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3682.0,Normal Day,258
2024-07-13,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1126.0,Normal Day,275
2024-07-14,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1685.0,Normal Day,327
2024-07-15,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2174.0,Normal Day,252
2024-07-16,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3187.0,Normal Day,241
2024-07-17,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1516.0,Normal Day,245
2024-07-18,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2761.0,Normal Day,265
2024-07-19,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4511.0,Normal Day,260
2024-07-20,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3123.0,Normal Day,291
2024-07-21,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1011.0,Normal Day,303
2024-07-22,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2633.0,Normal Day,255
2024-07-23,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1934.0,Normal Day,236
2024-07-24,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2675.0,Normal Day,263
2024-07-25,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4635.0,Normal Day,270
2024-07-26,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3016.0,Normal Day,247
2024-07-27,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3858.0,Normal Day,286
2024-07-28,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2078.0,Normal Day,310
2024-07-29,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3759.0,Normal Day,225
2024-07-30,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1899.0,Normal Day,246
2024-07-31,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1741.0,Normal Day,236
2024-08-01,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3280.0,Normal Day,245
2024-08-02,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3155.0,Normal Day,256
2024-08-03,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3684.0,Normal Day,276
2024-08-04,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3944.0,Normal Day,326
2024-08-05,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2934.0,Normal Day,236
2024-08-06,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1023.0,Normal Day,256
2024-08-07,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4066.0,Normal Day,270
2024-08-08,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3598.0,Normal Day,233
2024-08-09,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1744.0,Normal Day,257
2024-08-10,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3818.0,Normal Day,295
2024-08-11,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1846.0,Normal Day,318
2024-08-12,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3264.0,Normal Day,243
2024-08-13,Clinic Plus Almond Gold (175ml),Clinic Plus,General,93,3632.0,National Sale,632
2024-08-14,Clinic Plus Almond Gold (175ml),Clinic Plus,General,93,5952.0,National Sale,634
2024-08-15,Clinic Plus Almond Gold (175ml),Clinic Plus,General,93,6894.0,National Sale,630
2024-08-16,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4952.0,Normal Day,252
2024-08-17,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1801.0,Normal Day,281
2024-08-18,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3578.0,Normal Day,308
2024-08-19,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4931.0,Raksha Bandhan,330
2024-08-20,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1473.0,Normal Day,236
2024-08-21,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1659.0,Normal Day,257
2024-08-22,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1509.0,Normal Day,273
2024-08-23,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1495.0,Normal Day,256
2024-08-24,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3036.0,Normal Day,263
2024-08-25,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2976.0,Normal Day,314
2024-08-26,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3318.0,Normal Day,250
2024-08-27,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4612.0,Normal Day,264
2024-08-28,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4931.0,Normal Day,242
2024-08-29,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2111.0,Normal Day,238
2024-08-30,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4127.0,Normal Day,236
2024-08-31,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3350.0,Normal Day,285
2024-09-01,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1100.0,Normal Day,301
2024-09-02,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1468.0,Normal Day,245
2024-09-03,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2111.0,Normal Day,257
2024-09-04,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3244.0,Normal Day,246
2024-09-05,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1490.0,Normal Day,234
2024-09-06,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4692.0,Normal Day,270
2024-09-07,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1949.0,Normal Day,298
2024-09-08,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2506.0,Normal Day,310
2024-09-09,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3787.0,Normal Day,259
2024-09-10,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3383.0,Normal Day,251
2024-09-11,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4221.0,Normal Day,244
2024-09-12,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3124.0,Normal Day,223
2024-09-13,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4939.0,Normal Day,264
2024-09-14,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2772.0,Normal Day,290
2024-09-15,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2956.0,Normal Day,318
2024-09-16,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2454.0,Normal Day,252
2024-09-17,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,1548.0,Normal Day,241
2024-09-18,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4938.0,Normal Day,246
2024-09-19,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2305.0,Normal Day,244
2024-09-20,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,4409.0,Normal Day,257
2024-09-21,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3224.0,Normal Day,289
2024-09-22,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,2514.0,Normal Day,317
2024-09-23,Clinic Plus Almond Gold (175ml),Clinic Plus,General,110,3117.0,Normal Day,260
